1.2,深圳-南山区,Python开发工程师
1.4,深圳-罗湖区,Python软件工程师
2.4,深圳-南山区,Python高级开发工程师
1.9,深圳,Python后台开发工程师
1.1,深圳,Python开发工程师
1.2,深圳-福田区,Python技术工程师
1.0,深圳-福田区,Python程序员
1.2,深圳,Python开发工程师/互联网工程师
1.2,深圳-龙岗区,Python程序员 开发工程师 软件工程师
1.4,深圳,Python开发工程师
1.4,深圳-宝安区,游戏服务端Python开发工程师
1.1,深圳-南山区,软件开发工程师(Python数据爬虫)
1.4,深圳-宝安区,Python游戏服务端开发工程师
1.8,深圳-南山区,Python开发工程师
1.0,深圳,Python开发工程师
1.0,深圳,Python开发工程师
1.4,深圳,python开发工程师
1.8,深圳-宝安区,Python后台开发工程师
1.2,深圳-南山区,Python开发工程师
1.7,深圳-南山区,Python开发工程师
1.1,深圳-南山区,Python开发工程师
1.1,深圳,Python软件开发工程师
0.9,深圳,大数据/python技术支持老师
1.1,深圳,软件开发工程师（C#/python）
1.1,异地招聘,Python后端开发工程师
2.1,深圳-福田区,Python开发工程师（深圳）
1.4,深圳-南山区,Python开发工程师（包住+五险一金）
1.2,异地招聘,Python高级开发工程师
1.7,深圳-南山区,Python高级开发工程师
1.5,深圳,Python工程师
1.2,深圳-南山区,Python大数据工程师
1.6,深圳-南山区,运维工程师—python方向
1.9,深圳-南山区,高级研发工程师（Python方向）
1.9,深圳-龙岗区,Python开发工程师
1.7,深圳-龙华新区,Python高级开发工程师
1.2,深圳-南山区,Python开发工程师
2.3,深圳-宝安区,Python开发工程师
1.2,深圳,Python爬虫工程师
1.7,深圳-南山区,C++/Python/QT软件工程师
1.2,异地招聘,PHP、Java、Python后台开发工程师
1.2,深圳-龙华新区,Python 后台工程师
1.7,深圳-福田区,Python开发J15588
0.8,深圳,Python(RPA)实施开发工程师（软件）
1.0,深圳,Python开发工程师
1.4,深圳,Python开发工程师—新材料促进中心
1.4,深圳,Python开发工程师
2.1,深圳,Python开发工程师
2.3,深圳,Python高级开发工程师
1.2,深圳-南山区,后台开发工程师（C++，Python，go）
1.9,深圳-南山区,GO+Python
2.2,深圳-南山区,Python开发工程师
1.8,深圳,Python后端工程师
1.9,深圳-南山区,Python高级DevOps工程师
0.8,深圳,Python开发工程师
1.2,深圳-南山区,Python
1.2,深圳-宝安区,python+postgreSQL 社交商城开发
1.4,深圳,Python开发工程师（后端开发）
1.4,深圳-南山区,Python开发工程师
2.1,深圳-宝安区,Python讲师
2.8,深圳-南山区,Python后台高级开发经理
0.8,深圳-罗湖区,Python工程师
1.7,深圳-南山区,python爬虫工程师
1.2,深圳-福田区,Python爬虫工程师
2.4,深圳-南山区,高级Python开发工程师（深圳）
1.2,深圳,Python工程师  爬虫  五险一金 包住 双休
1.4,深圳,Python开发工程师
1.8,深圳,python大数据开发工程师
1.7,深圳-南山区,Python开发工程师
1.9,深圳-南山区,Python爬虫工程师
0.9,异地招聘,Python高级工程师
1.2,深圳-南山区,python后台开发工程师
1.5,深圳-宝安区,Python就业指导专员
1.8,深圳-龙华新区,深圳市华馨智能科技—Python高级工程师
1.7,深圳,Python高级开发工程师
1.4,深圳-南山区,python工程师
1.2,深圳,"后台开发工程师（Node, Python, Java, Go）"
1.7,深圳-龙岗区,PHP+Python软件工程师
1.4,深圳-南山区,Python开发工程师
1.2,深圳-南山区,python/lua开发
0.9,深圳-龙岗区,[美国上市]Python技术支持老师
1.1,深圳-南山区,Python开发工程师
0.8,深圳-罗湖区,Python开发工程师
1.3,深圳-南山区,python数据工程师
1.7,深圳-罗湖区,Python开发工程师（国信证券-乙方）
0.8,深圳,Python开发工程师
1.4,深圳-南山区,Python高级开发工程师
1.2,深圳-福田区,Python/c++
1.2,深圳-龙华新区,Python+MySQL 后台开发工程师
1.5,深圳-福田区,Python开发工程师
1.7,深圳,系统开发工程师（python）
1.4,深圳-南山区,Python 工程师
1.3,深圳-福田区,Python开发工程师
1.2,深圳-南山区,Python应用开发工程师
2.5,深圳,Python（高级&资深&leader）
1.5,深圳-南山区,python游戏服务端开发工程师
1.5,深圳,银行SAS/R/PYTHON数据分析挖掘建模岗
1.1,深圳-南山区,Python开发工程师
0.8,深圳-南山区,Python开发工程师
1.7,深圳-南山区,云计算开发工程师（python）
1.2,深圳-福田区,Python web programmer
1.2,深圳-南山区,Python开发工程师
2.1,深圳-南山区,大数据Python工程师
1.2,深圳-龙华新区,后端python工程师
1.4,深圳-福田区,Python数据工程师
2.4,深圳,资深Python工程师（深圳）
2.1,深圳-龙华新区,资深Python开发工程师
0.8,深圳-福田区,Python程序员 数据挖掘方向
1.2,深圳,Python开发工程师
1.0,深圳-福田区,高级软件工程师(Python)
2.1,深圳-南山区,C++量化开发/python
1.5,深圳,Python开发工程师
1.4,深圳-福田区,Python开发工程师
1.1,深圳-南山区,Python研发工程师
1.2,深圳-南山区,Python 工程师
1.2,深圳-南山区,高级开发工程师（C++或Python）
2.1,深圳-南山区,Python开发工程师
1.1,深圳-龙岗区,Python开发工程师
1.2,深圳-南山区,python 爬虫开发工程师
1.1,深圳,Python工程师
1.5,深圳-南山区,python（大数据 shell） Y
1.2,深圳-南山区,Python开发工程师
1.6,深圳-福田区,python后台开发
1.4,深圳-南山区,Python开发工程师
1.1,深圳-南山区,Python开发工程师
1.4,深圳-大鹏新区,Python中级开发工程师
1.3,深圳,Python开发工程师
1.2,深圳-南山区,Python开发工程师
1.2,深圳,Python开发工程师
1.4,深圳-福田区,python量化交易开发工程师
1.9,深圳-南山区,PHP/python/java开发工程师
1.9,深圳-南山区,Python后台开发
1.2,异地招聘,Python开发工程师
1.2,深圳-南山区,odoo/Python开发工程师
1.4,深圳,Python后端工程师
2.9,异地招聘,Python工程师（国外）
1.7,深圳-宝安区,python讲师
1.2,深圳,Python开发工程师
2.3,深圳-龙华新区,Python高级开发工程师
1.1,深圳-福田区,python开发
1.4,深圳-南山区,Python开发讲师
1.2,深圳-福田区,Python开发工程师
1.0,深圳,Python开发工程师
1.0,深圳-龙岗区,双休爬虫开发工程师php开发工程师python开发工程师
1.4,深圳-南山区,python开发工程师
1.0,深圳,Python开发工程师
1.2,深圳-南山区,Java开发工程师（Python）
1.4,深圳,python 工程师-大数据方向
1.2,深圳-南山区,Python高级开发工程师
2.0,深圳-南山区,Python中高级工程师
1.9,深圳-南山区,Python开发工程师
1.2,深圳-福田区,Python开发工程师
1.2,深圳-罗湖区,Python开发工程师
1.4,深圳-南山区,Python开发工程师
1.2,深圳-南山区,Python开发工程师
2.1,深圳-南山区,python爬虫开发工程师
1.7,深圳-龙华新区,Python开发工程师
1.4,深圳-福田区,Python工程师-大数据方向
1.6,深圳-龙岗区,Python/Django后台开发工程师
1.5,深圳-福田区,数据分析工程师（python）
2.1,深圳-福田区,Python后端工程师
1.2,深圳-龙华新区,Python高级开发工程师
1.7,深圳-南山区,Python/C++金融软件开发工程师
2.2,深圳-南山区,Python开发工程师
1.2,深圳,python开发工程师-深圳-03622
1.1,深圳-福田区,python工程师
1.1,深圳-罗湖区,高级Python开发工程师
2.8,深圳-南山区,高级Python后端工程师
1.7,深圳-南山区,python培训讲师（专***）
1.4,深圳-南山区,Python全栈开发工程师
2.1,深圳-南山区,Python Web开发工程师
2.6,深圳-南山区,Python软件工程师
1.2,深圳-福田区,Python开发工程师
1.0,深圳-龙岗区,Python开发工程师
1.2,深圳-南山区,Python开发工程师
0.8,深圳-南山区,Python开发工程师
1.2,深圳-福田区,Python开发工程师
1.7,深圳,Python开发工程师
1.2,深圳-福田区,Python开发工程师
1.0,异地招聘,Python工程师
1.5,深圳,Python开发工程师
1.2,深圳-龙岗区,软件测试工程师
1.2,深圳-南山区,运维工程师
1.7,深圳,C++服务端工程师
1.4,深圳-南山区,高级爬虫工程师
1.5,深圳-南山区,服务器工程师
1.2,深圳-南山区,测试工程师
1.9,深圳-南山区,系统运维工程师
1.2,深圳-龙岗区,运维工程师
0.9,深圳-龙华新区,测试助教/讲师
1.2,深圳,软件工程师（3D打印机方向）
1.1,深圳-福田区,软件测试工程师
1.3,深圳-福田区,网络安全运营工程师
1.3,深圳-福田区,网络安全运营工程师
3.8,深圳-南山区,AGV特种机器人研发经理
1.9,深圳-南山区,AI安全研究员
0.8,深圳-南山区,运维工程师
1.2,异地招聘,I0S开发工程师
2.7,深圳-坪山区,图像算法工程师（规划院）
1.1,异地招聘,大数据开发工程师
1.2,深圳-南山区,业务运维工程师
1.7,深圳-南山区,区块链开发工程师
1.2,深圳-南山区,数据分析师
1.4,深圳-南山区,运维工程师
3.8,深圳-南山区,技术专家
1.2,深圳-南山区,产品经理
1.0,深圳-福田区,自动化测试工程师
1.7,深圳-南山区,机器学习算法工程师
1.7,深圳,大数据开发工程师
1.0,深圳-南山区,C/C++软件工程师
1.0,深圳-南山区,生物信息工程师（肿瘤方向）
1.7,深圳-南山区,电商平台运维工程师
1.1,深圳,测试工程师（可视化方向）
1.3,深圳-福田区,数据库管理员（DBA）
0.8,深圳-南山区,RD2-测试工程师（客户端）
1.0,深圳-南山区,中/高级运维工程师
1.4,深圳-南山区,Android开发工程师
1.2,深圳-福田区,测试工程师（接口、自动化）
1.8,深圳-南山区,Cocos2d-x开发工程师
0.8,深圳-南山区,手机自动化测试
1.9,深圳-宝安区,数字芯片设计工程师/Digital IC Design Engineer
1.6,深圳,数据挖掘工程师
1.2,深圳-南山区,SA Java
1.7,深圳-南山区,进化论资产量化团队招聘
1.0,深圳-南山区,服务器开发工程师
1.2,深圳-福田区,中高级测试工程师
2.2,深圳-宝安区,Node.js开发工程师
1.2,深圳-龙岗区,助教-数据科学硕士项目
0.7,深圳-南山区,应用软件工程师（应届生）
1.3,深圳-龙岗区,Java开发工程师
1.2,深圳,IT系统集成
2.2,深圳-南山区,数据分析算法工程师
1.1,深圳-南山区,PHP开发工程师
0.8,深圳-南山区,中级JAVA开发工程师
2.7,深圳,DBA（mysql方向，海外菲律宾）
1.4,深圳-南山区,机器学习算法工程师（实习/全职）
0.9,深圳-宝安区,测试工程师
1.4,深圳-南山区,嵌入式软件工程师
1.2,深圳-南山区,大数据运维工程师
1.1,深圳,自动化测试工程师
1.7,深圳-南山区,机器视觉算法高级工程师
1.7,深圳-光明新区,系统开发工程师
1.9,深圳-福田区,C++服务器开发 C++游戏开发
2.6,深圳-宝安区,PHP研发经理
3.4,深圳-南山区,风控经理
2.1,深圳-福田区,高级分析师
1.7,深圳-南山区,算法工程师
2.1,深圳-福田区,大数据运维工程师(J11123)
1.9,深圳-南山区,反欺诈策略资深分析师
2.4,深圳-福田区,区块链高级开发工程师
2.7,深圳-南山区,高级运维经理
1.2,深圳-南山区,测试主管
1.0,深圳-南山区,测试工程师
1.4,深圳-南山区,数据分析师(舆情)
0.8,深圳-南山区,软件测试工程师
1.2,深圳-南山区,测试工程师
1.7,深圳-南山区,前端开发工程师
0.9,深圳-南山区,测试工程师
1.1,深圳-罗湖区,软件测试工程师
2.2,深圳,大数据系统开发工程师
1.2,深圳-福田区,区块链工程师
0.9,深圳-福田区,基金研究员
1.7,深圳-南山区,Senior Automation Development高级自动化开发工程师
1.2,深圳-南山区,C++开发工程师
1.7,深圳-罗湖区,系统运维资深工程师
0.7,深圳-南山区,实施工程师
3.4,深圳-南山区,风控经理
1.9,深圳-福田区,后台开发工程师
0.9,深圳-罗湖区,系统运维工程师
0.9,深圳-宝安区,GIS开发工程师
2.1,深圳-南山区,大数据存储高级工程师
0.8,深圳-南山区,运维开发工程师
0.8,深圳-福田区,测试工程师（外包）
1.6,深圳-南山区,后端开发工程师
1.1,深圳-南山区,前端开发工程师
3.2,深圳-南山区,量化策略师
1.2,深圳,java高级工程师
1.2,深圳,软件工程师
1.4,深圳-南山区,Java开发工程师
2.2,深圳-福田区,高级运维工程师
2.1,深圳,运维经理
1.0,深圳,高级测试工程师
2.9,深圳-龙华新区,C++棋牌开发主程
2.1,深圳-南山区,软件开发初级工程师
0.9,深圳-南山区,技术支持工程师
1.2,深圳-南山区,后台开发工程师
1.9,深圳,高级运维工程师
1.9,深圳-南山区,高级测试工程师
1.2,深圳-福田区,风险数据建模工程师
0.9,深圳-宝安区,软件工程师
1.8,深圳-宝安区,运维工程师
1.9,深圳-南山区,CIE持续集成工程师
1.1,深圳-福田区,系统运维工程师
1.2,深圳-龙岗区,运维工程师
1.7,深圳-龙华新区,高级爬虫系统开发工程师
1.1,深圳-福田区,运维工程师
2.8,深圳-南山区,高级邮件系统研发工程师
2.1,深圳-南山区,PHP开发主管
0.8,深圳-龙岗区,BI工程师
0.8,深圳-龙岗区,BI工程师
2.2,深圳-福田区,自动化测试培训讲师-急聘大牛
1.7,深圳-南山区,PHP高级开发工程师
0.8,深圳,物联网工程师
2.0,深圳,软件工程师（图像处理）
1.5,深圳,量化交易员
0.8,深圳,嵌入式产品开发工程师
1.3,异地招聘,Android开发工程师（海外）
1.1,深圳-龙华新区,Java开发工程师/龙华上班/高薪优遇
1.2,深圳-南山区,运营分析顾问(J180323031)
1.2,深圳-南山区,软件工程师/上层软件开发（急招）
0.9,深圳-南山区,硬件工程师（研发）
0.8,深圳-宝安区,数学技术模型工程师
1.4,深圳-福田区,风控建模工程师
1.8,深圳-福田区,数字芯片设计师
1.1,深圳-南山区,C
1.4,深圳-南山区,C#应用开发工程师
1.8,深圳-南山区,数据工程师
1.7,深圳-宝安区,自动化测试讲师
1.9,深圳-光明新区,高级软件工程师
1.4,深圳,C++/Qt软件开发工程师
1.4,深圳-南山区,运维主管
2.7,深圳-宝安区,系统架构师
2.1,深圳,区块链开发-数字钱包方向
0.9,深圳-宝安区,ARDUINO软件工程师
1.0,深圳,运维工程师
1.3,深圳-宝安区,软件测试工程师
0.7,深圳-坪山区,系统工程师
2.1,深圳-宝安区,高级系统开发工程师
1.2,深圳-龙岗区,信息安全工程师
1.4,深圳-龙岗区,后台开发工程师
2.7,异地招聘,通信工程师（海外职位）
3.4,深圳-南山区,cocos2d-x高级开发工程师
0.8,深圳-福田区,软件测试工程师（智能穿戴/APP测试）
1.0,深圳-龙华新区,软件测试工程师
1.4,深圳-南山区,小程序开发工程师
1.9,深圳-南山区,系统运维工程师
1.6,异地招聘,嵌入式系统逆向分析/反汇编工程师
1.7,深圳-南山区,应用测试岗 （测试管理方向）
1.2,异地招聘,图像算法工程师/算法工程师
1.2,深圳-南山区,算法工程师
1.7,深圳,APP加固工程师
0.8,深圳-宝安区,C++开发工程师
3.8,深圳-南山区,云平台高级架构师
3.8,深圳-南山区,技术总监
1.6,深圳,运维经理
2.1,深圳-龙华新区,运维经理
2.6,深圳-南山区,JAVA后端（区块链项目）
1.1,深圳-宝安区,全栈工程师
0.8,深圳,Java软件工程师
1.5,深圳-南山区,高级嵌入式软件工程师
1.3,深圳-南山区,前端开发工程师
0.9,深圳,高级前端开发工程师
2.4,深圳-南山区,安全测试专家（后台服务/客户端）
0.9,深圳,数据分析师/IT技术支持/IT专员
0.9,深圳-南山区,数据分析专员/数据分析师
2.7,深圳-南山区,系统架构师
2.7,深圳-南山区,系统架构师
1.4,深圳-南山区,全栈工程师
1.7,深圳,数据分析
1.2,深圳-福田区,软件测试工程师
1.7,深圳,游戏运维工程师
1.4,深圳-光明新区,视觉算法工程师
2.1,深圳-龙华新区,C++高级开发工程师
1.4,深圳-宝安区,数据库管理员(DBA)
1.4,深圳-宝安区,机器学习算法工程师
1.3,异地招聘,软件系统工程师
2.2,深圳-龙华新区,高级硬件工程师
3.4,深圳-福田区,风控总监
1.1,深圳-南山区,上位机软件工程师
1.0,深圳-宝安区,算法工程师
2.8,深圳-宝安区,软件研发总监
1.2,深圳-光明新区,音频开发工程师
1.4,深圳,博士后研究人员  （AI系统研究方向）
1.4,深圳-南山区,高级爬虫工程师
1.1,深圳-宝安区,嵌入式软件工程师
1.1,深圳-宝安区,嵌入式开发工程师(物联网方向)
1.4,深圳-福田区,系统运维工程师
1.1,深圳-龙岗区,爬虫开发工程师
1.0,深圳,服务器运维工程师
1.7,深圳-南山区,云平台高级开发工程师
1.2,深圳-龙岗区,ERP软件工程师
1.3,深圳-南山区,应用软件工程师
1.4,深圳,视觉软件工程师
1.0,深圳-南山区,物联网软件工程师
1.0,深圳-宝安区,测试工程师
1.3,深圳-宝安区,嵌入式软件工程师
1.4,深圳-龙华新区,音频工程师
0.8,深圳-宝安区,软件测试工程师
1.7,深圳-龙岗区,音频算法专家
1.7,深圳-南山区,开发工程师（.NET、 C#）
1.7,深圳-宝安区,JAVA后台开发总监
0.9,深圳,测试开发工程师(通信信道)
1.7,深圳-福田区,PHP高级开发工程师
2.7,深圳-龙华新区,高级算法工程师
1.7,深圳-宝安区,MES经理
2.4,深圳-南山区,区块链研发工程师
2.2,深圳-宝安区,机器视觉算法工程师
1.7,深圳-南山区,PHP高级开发工程师技术总监
1.2,深圳-龙岗区,3D打印机软件工程师
1.1,深圳-福田区,测试工程师
2.0,深圳-南山区,自动化测试工程师
1.7,异地招聘,数据仓库开发工程师（ETL）
1.7,深圳,运维工程师 --智能硬件技术中心
1.0,异地招聘,数据挖掘岗
0.9,深圳,直通业务部数据分析与挖掘岗
1.4,异地招聘,Devops开发工程师
1.2,深圳-福田区,风险计量策略岗(003884)
2.2,异地招聘,Advanced Software Engineer
1.8,深圳-南山区,区块链高级开发工程师
2.7,深圳-南山区,资深数据分析与建模工程师
0.9,深圳,软件测试
1.2,深圳-龙华新区,项目经理
2.4,深圳,全栈工程师
0.9,深圳-南山区,硬件工程师
3.8,深圳-福田区,高级区块链开发工程师
1.1,异地招聘,前端开发
2.1,深圳-南山区,c++手游后端工程师
0.7,深圳-宝安区,Linux工程师
1.7,深圳-福田区,互联网开发工程师
1.9,深圳-龙岗区,风险政策经理
1.2,深圳-南山区,erlang(游戏）后端工程师
1.2,深圳,服务器运维工程师
1.4,深圳-龙岗区,Java开发工程师
1.7,深圳-宝安区,web前端工程师
2.7,深圳-南山区,资深安全开发专家
1.2,深圳-南山区,安全测试工程师 （软件测试工程师）恒大外包
3.8,深圳-南山区,区块链首席架构师 （高薪急聘）
1.7,深圳-福田区,大数据工程师
0.8,深圳-南山区,夜班量化交易员
1.4,深圳-南山区,运维工程师
2.2,深圳-宝安区,高级架构设计工程师
2.2,深圳-南山区,算法工程师
1.1,深圳,中级前端工程师
1.9,深圳-南山区,区块链工程师
0.8,深圳-福田区,中级测试工程师
2.8,深圳-南山区,Computer Vision Engineer
2.1,深圳-南山区,大数据开发工程师
1.1,深圳,后台开发工程师
1.9,深圳,高级性能测试工程师
0.8,深圳-福田区,软件测试工程师
0.8,深圳-福田区,软件测试工程师 SQA
1.7,深圳,资深数据分析师
1.4,异地招聘,机器学习算法工程师
1.4,深圳,算法工程师
1.1,深圳,VFX 特效师
0.9,深圳-南山区,软件测试工程师
1.7,深圳-南山区,项目经理
1.4,深圳-南山区,Python工程师（爬虫方向）
1.4,深圳,Python高级开发工程师
2.0,深圳,Python
2.8,深圳-南山区,C++/Python后台软件开发高级工程师
2.0,深圳-福田区,渗透测试工程师
5.8,异地招聘,大数据专家（博士）
2.0,深圳,软件开发工程师
2.0,深圳-南山区,3D&2D机械视觉应用研发工程师
1.0,深圳-龙华新区,数据库工程师
1.8,异地招聘,AI算法工程师
2.0,深圳-福田区,hadoop工程师
0.4,深圳-宝安区,初级Python开发助理
0.6,深圳,Python开发工程师（初级）
0.4,深圳,Python开发助理（可实习）
0.5,深圳,Python开发工程师
0.5,深圳,Python开发实习生
0.5,深圳-福田区,初级python开发工程师
0.7,深圳-福田区,Python数据采集网络爬虫工程师
0.7,深圳-罗湖区,python/Django web开发工程师
0.6,深圳-福田区,应用程序开发工程师（.NET、Python+安全开发大牛)
0.7,深圳-福田区,初级Python开发工程师
0.7,深圳-南山区,网络工程师
0.5,深圳-宝安区,DBA/数据库运维工程师实习生
0.6,深圳-福田区,数据分析助理
0.7,深圳-宝安区,软件工程师
0.7,深圳-福田区,项目实施工程师
0.6,深圳-罗湖区,数据分析师
0.5,深圳-宝安区,初级Java程序员
0.7,深圳-南山区,初级运维工程师
0.5,深圳-龙岗区,数据分析专员
0.5,深圳,软件实施工程师（运维事业部）
0.6,深圳,GIS数据工程师
0.6,深圳-福田区,网站维护与推广
0.8,深圳-南山区,测试工程师
0.7,深圳-南山区,软件测试工程师
0.7,深圳-罗湖区,PHP开发工程师
0.5,深圳-宝安区,Web前端开发工程师
0.7,深圳-龙岗区,SEO专员
0.7,深圳-南山区,数据分析师
0.7,深圳-龙华新区,诚聘软件测试工程师
0.6,深圳,電子工程師/工程師助理
0.7,深圳-南山区,数据分析类_---助理工程师岗
0.7,异地招聘,FAE工程师
0.7,深圳-南山区,软件现场支持工程师
0.7,深圳-宝安区,服务器工程师
0.4,深圳-宝安区,软件实习生
0.7,深圳-福田区,数据分析师助理 文职岗位6k+双休
0.7,深圳-龙岗区,软件工程师
0.7,深圳-南山区,游戏测试工程师
0.7,深圳-福田区,软件测试工程师
0.7,异地招聘,产品经理（武汉）
0.6,深圳-南山区,硬件运维工程师
